 Iterations, Maximum_Neighbours
      295520 ,          91
      295560 ,          88
      295600 ,          88
      295640 ,          85
      295680 ,          85
      295720 ,          85
      295760 ,          87
      295800 ,          87
      295840 ,          87
      295880 ,          86
      295920 ,          85
      295960 ,          86
      296000 ,          86
      296040 ,          87
      296080 ,          88
      296120 ,          92
      296160 ,          93
      296200 ,          89
      296240 ,          88
      296280 ,          89
      296320 ,          90
      296360 ,          90
      296400 ,          90
      296440 ,          87
      296480 ,          86
      296520 ,          87
      296560 ,          88
      296600 ,          87
      296640 ,          89
      296680 ,          88
      296720 ,          88
      296760 ,          87
      296800 ,          89
      296840 ,          85
      296880 ,          88
      296920 ,          87
      296960 ,          89
      297000 ,          89
      297040 ,          87
      297080 ,          87
      297120 ,          91
      297160 ,          94
      297200 ,          92
      297240 ,          91
      297280 ,          90
      297320 ,          91
      297360 ,          91
      297400 ,          92
      297440 ,          91
      297480 ,          90
      297520 ,          90
      297560 ,          90
      297600 ,          92
      297640 ,          88
      297680 ,          89
      297720 ,          89
      297760 ,          89
      297800 ,          87
      297840 ,          88
      297880 ,          87
      297920 ,          93
      297960 ,          96
      298000 ,          94
      298040 ,          92
      298080 ,          90
      298120 ,          90
      298160 ,          94
      298200 ,          93
      298240 ,          93
      298280 ,          94
      298320 ,          91
      298360 ,          93
      298400 ,          93
      298440 ,          91
      298480 ,          90
      298520 ,          87
      298560 ,          86
      298600 ,          92
      298640 ,          93
      298680 ,          91
      298720 ,          92
      298760 ,          89
      298800 ,          91
      298840 ,          87
      298880 ,          89
      298920 ,          92
      298960 ,          91
      299000 ,          89
      299040 ,          88
      299080 ,          88
      299120 ,          88
      299160 ,          88
      299200 ,          89
      299240 ,          91
      299280 ,          91
      299320 ,          92
      299360 ,          90
      299400 ,          90
      299440 ,          91
      299480 ,          93
      299520 ,          92
      299560 ,          93
      299600 ,          96
      299640 ,          93
      299680 ,          93
      299720 ,          92
      299760 ,          94
      299800 ,          96
      299840 ,          96
      299880 ,          95
      299920 ,          94
      299960 ,          92
      300000 ,          89
